id,analysis_id,stratum_1,stratum_2,stratum_3,stratum_4,stratum_5,count_value,min_value,max_value,avg_value,stdev_value,median_value,p10_value,p25_value,p75_value,p90_value
0,1814,3016049,,,,,27424,0,3230,52.51,64.52,44.2,2,5.5,75,111
0,1814,8156011155,,,,,11,0,121,43.18,47.54,15,2,4,99,110
0,1815,8150611179,0,8532,,,5,2,160,60.8,72.27,23,2,4,115,160
0,1814,8150611179,,,,,5,2,160,60.8,72.27,23,2,4,115,160
0,1814,8140411191,,,,,1495,0,14270,195.95,749.76,18,2,8.5,158,506
0,1816,8156411142,0,4,,,406,0,22225,1730.56,1602.79,430,2,120,539,600
0,1816,8121711147,0,6,,,62198,0,38800,228.32,313.31,101.4,2,20,135,150
0,1814,8115611178,,,,,1526,0,14270,195.99,742.89,18.3,2,8.6,159,519
0,1814,8160011163,,,,,13,0,180,87.62,77.89,58,2,9,159,177
0,1814,8145311159,,,,,8,2,3669,2171.63,1199.18,2423,2,1195,2813,3669
0,1814,8114011168,,,,,2,2,49001,24501.5,34647.53,2,2,2,49001,49001
0,1816,8150511188,0,5,,,79,2,9360336,461605.23,1893632.01,100,2,2,20145,20145
0,1815,8150511188,0,8507,,,161,0,9316845545,116052618.32,1035130477.22,20145,2,100,20942,20956
0,1815,3011996,0,8532,,,22917,1,4150000,22897.39,61180.22,984,2,16,18030,63002
0,1815,8147711155,0,8532,,,22917,1,4150000,22897.39,61180.22,984,2,16,18030,63002
0,1814,3049400,,,,,19,2,164077,30146.26,56985.42,25.6,2,2.9,24943,160376
0,1814,8155611156,,,,,19,2,164077,30146.26,56985.42,25.6,2,2.9,24943,160376
0,1815,8150511188,0,8532,,,204,2,6158755700,31029804.39,431146968.56,20916,2,20123,22063,30469
0,1816,3006661,0,3,,,28,2.1,46.6,13.57,10.69,2.3,2,2.1,2.4,2.5
0,1816,3019420,0,7,,,103,2.3,154,11.46,17.57,2.3,2,2.1,2.4,2.4
0,1816,8157011155,0,4,,,473,0,5.3,2.93,0.54,2.3,2,2.2,2.4,2.5
0,1816,8157011155,0,3,,,423,1.5,5,3.01,0.58,2.3,2,2.2,2.4,2.4
0,1816,8157011155,0,2,,,386,1.9,5.7,3.1,0.56,2.3,2,2.2,2.4,2.4
0,1816,8120311169,0,4,,,97,2.1,4103.5,146.38,521.33,2.2,2,2.1,2.4,2.4
0,1816,8140211160,0,3,,,2140,1.5,6.6,3.25,0.72,2.3,2,2.1,2.4,2.4
0,1816,8155411157,0,7,,,103,2.3,154,11.46,17.57,2.3,2,2.1,2.4,2.4
0,1815,3049400,0,8532,,,6,2.3,138117,23052.97,56369.66,2.3,2,2,2.9,4.4
0,1815,8155611156,0,8532,,,6,2.3,138117,23052.97,56369.66,2.3,2,2,2.9,4.4
0,1816,3006028,0,7,,,2,8,196,102,132.94,2,2,2,2.9,2.9
0,1816,3000120,0,2,,,11,2.5,13.8,5.75,4.07,2.4,2,2,2.9,2.9
0,1816,3000120,0,5,,,11,2.3,18.6,11.69,5.15,2.4,2,2,2.9,2.9
0,1816,3049400,0,5,,,5,2,160376,42799.78,69696.98,2.3,2,2,2.9,2.9
0,1816,3028286,0,4,,,4773,0.2,7.32,3.6,0.58,2.7,2,2.4,2.9,3
0,1816,8127811155,0,7,,,2,8,196,102,132.94,2,2,2,2.9,2.9
0,1816,8152311171,0,5,,,11,2.3,18.6,11.69,5.15,2.4,2,2,2.9,2.9
0,1816,8152311171,0,2,,,11,2.5,13.8,5.75,4.07,2.4,2,2,2.9,2.9
0,1816,8155611156,0,5,,,5,2,160376,42799.78,69696.98,2.3,2,2,2.9,2.9
0,1816,8116811169,0,4,,,4536,0.2,5.7,3.56,0.54,2.7,2,2.4,2.9,3
0,1816,8158711176,0,7,,,45,2.1,4.2,3.36,0.6,2.6,2,2.3,2.9,2.9
0,1815,3011904,0,8507,,,276994,0,78,3.77,1.49,3,2,2.5,3.4,3.6
0,1815,8156811191,0,8507,,,276994,0,78,3.77,1.49,3,2,2.5,3.4,3.6
0,1816,3036774,0,4,,,6,4.6,80.2,23.82,28.27,2.6,2,2.6,3.4,3.7
0,1816,8127511172,0,7,,,62,3.6,78,20.68,19.97,3.2,2,2.9,3.4,3.6
0,1816,8112511158,0,4,,,6,4.6,80.2,23.82,28.27,2.6,2,2.6,3.4,3.7
0,1814,8127611163,,,,,3,2,3.4,2.63,0.71,2.5,2,2,3.4,3.4
0,1815,3032532,0,8532,,,3,2,5,3.63,1.52,3.8,2,2,3.9,3.9
0,1815,40769411,0,8532,,,1607,0.1,60,6.18,3.25,3.4,2,2.7,3.9,4.1
0,1815,8126111146,0,8532,,,3,2,5,3.63,1.52,3.8,2,2,3.9,3.9
0,1815,8156611171,0,8507,,,15,4,20.9,11.23,5.5,3,2,2.8,3.9,4
0,1815,8138711175,0,8532,,,1607,0.1,60,6.18,3.25,3.4,2,2.7,3.9,4.1
0,1816,3032532,0,6,,,3,2,5,3.63,1.52,3.8,2,2,3.9,3.9
0,1816,8126111146,0,6,,,3,2,5,3.63,1.52,3.8,2,2,3.9,3.9
0,1816,8132911174,0,4,,,6,5.3,605.3,138.15,233.01,2.7,2,2.7,3.9,5.3
0,1814,8126111146,,,,,4,2,5,3.67,1.24,3.8,2,2,3.9,5
0,1814,3032532,,,,,4,2,5,3.67,1.24,3.8,2,2,3.9,5
0,1816,8143711166,0,6,,,9,5,100,51.66,45.88,4.4,2,3.7,4.8,5
0,1816,8132911174,0,5,,,7,3.9,174.3,43.79,61.62,3.4,2,2.7,5.3,6.1
0,1816,8132911174,0,7,,,7,3.4,153.6,40.43,52.31,3.4,2,2.7,5.3,6.1
0,1815,3000905,0,8507,,,1780491,0,596000,12.91,847.75,5.3,2,3.8,6.3,6.9
0,1815,8141411191,0,8507,,,151,0.8,74.6,13.8,12.11,5.1,2,3.2,6.8,8.2
0,1815,8118111172,0,8507,,,160,0.1,45.5,13.45,6.75,6.2,2,4.5,7.8,8.5
0,1816,3019198,0,3,,,69777,0,100,26.27,14,6,2,4,7.8,8.7
0,1816,8114511171,0,3,,,69733,0,100,26.23,13.92,6,2,4,7.8,8.7
0,1816,8133411173,0,6,,,154,0.6,105,18.32,13.61,5.9,2,3.7,8.1,10.6
0,1816,3014959,0,4,,,4,2,123,61.38,66.09,6.5,2,2,8.6,15.5
0,1816,8157211169,0,4,,,4,2,123,61.38,66.09,6.5,2,2,8.6,15.5
0,1816,8129911165,0,4,,,10,2,81.1,27.65,26.32,10.3,2,9.2,10.6,11
0,1815,8115311168,0,8532,,,7,19,52.2,31.6,12.03,7.4,2,2.4,11.1,13.1
0,1815,8127911168,0,8532,,,105,0.07,4932.1,142.83,663.11,8.8,2,5,13.6,16.4
0,1816,3036727,0,5,,,3245,0.37,118188,306.35,3002.71,7,2,4,10.16,12.64
0,1816,8159111161,0,5,,,3245,0.37,118188,306.35,3002.71,7,2,4,10.16,12.64
0,1816,3049400,0,6,,,4,25.6,138117,45402.4,62705.89,2,2,2,2.3,2.9
0,1816,3049400,0,4,,,3,24,164077,59002.33,91225,2,2,2,2.3,2.3
0,1816,3049400,0,3,,,4,2.3,4.9,3.63,1.23,2,2,2,2.3,2.9
0,1816,8155611156,0,3,,,4,2.3,4.9,3.63,1.23,2,2,2,2.3,2.9
0,1816,8155611156,0,6,,,4,25.6,138117,45402.4,62705.89,2,2,2,2.3,2.9
0,1816,8155611156,0,4,,,3,24,164077,59002.33,91225,2,2,2,2.3,2.3
0,1816,3006661,0,4,,,43,2,50.5,13.42,11.04,2.5,2,2.1,2.8,2.9
0,1816,3010989,0,6,,,224,1,19549,923.27,2883.29,2.5,2,2.2,2.8,3
0,1816,8134111184,0,6,,,224,1,19549,923.27,2883.29,2.5,2,2.2,2.8,3
0,1816,3019677,0,2,,,13,3,87,25.44,27.49,3,2,3,3.3,4
0,1816,3024561,0,4,,,286289,-0.1,5265,11.95,179.44,3,2,2.6,3.3,3.5
0,1816,3032729,0,2,,,879,2,943.7,32.21,117.7,3.4,2,2.6,4.6,5.3
0,1814,3035401,,,,,8,2,16,5.31,4.42,3.8,2,3.1,4.6,16
0,1814,8134111186,,,,,7,2,5.2,3.79,1.04,3.8,2,3.1,4.6,5.2
0,1816,3004722,0,4,,,5396,0.5,5460,26.73,137.54,4.3,2,3.2,5.1,5.5
0,1816,8137111149,0,4,,,5382,0.5,5460,26.76,137.72,4.3,2,3.2,5.1,5.5
0,1815,8144111162,0,8507,,,7,5.9,13.9,9.21,2.71,5.9,2,5.5,6.1,6.2
0,1816,8144111162,0,6,,,7,5.6,13.9,8.11,3.05,5.9,2,5.5,6.1,6.2
0,1814,8120711171,,,,,31758,0,673220,449.76,8260.93,4,2,2.7,7.6,27
0,1814,8128311146,,,,,85,1,31,6.89,6.16,5,2,3.1,7.6,13
0,1814,3039783,,,,,31766,0,673220,452.86,8269.66,4,2,2.7,7.6,27
0,1815,8133711157,0,8532,,,511,1,47.3,14.44,9.35,6.4,2,3.4,9.2,10.5
0,1816,8129911165,0,2,,,3,10.3,12.8,11.23,1.37,8.9,2,2,9.2,9.2
0,1814,8129711176,,,,,38,1.1,30.7,6.94,5.43,5.3,2,3.5,9.2,10.5
0,1815,8140211147,0,8507,,,17,2,1469.7,143.45,367.75,15,2,4.9,16.4,32
0,1815,8146911177,0,8532,,,2,2,2.31,2.16,0.22,2,2,2,2.31,2.31
0,1816,8146911177,0,6,,,2,2,2.31,2.16,0.22,2,2,2,2.31,2.31
0,1814,8146911177,,,,,2,2,2.31,2.16,0.22,2,2,2,2.31,2.31
0,1816,3018672,0,2,,,150,1.6,8.54,7.25,1.12,6.61,2,5.08,6.87,6.9
0,1816,8154711177,0,2,,,150,1.6,8.54,7.25,1.12,6.61,2,5.08,6.87,6.9
0,1815,8156311181,0,8507,,,2,2.2,3.1,2.65,0.64,2,2,2,2.2,2.2
0,1816,8129111142,0,4,,,7,2.6,4.3,3.11,0.56,2.1,2,2,2.2,2.3
0,1815,3014354,0,8532,,,63,1.2,6.5,3.24,1.19,2.6,2,2.4,2.7,2.8
0,1815,3014354,0,8507,,,66,1.7,6.5,3.45,1.29,2.6,2,2.4,2.7,2.8
0,1815,8159411151,0,8532,,,63,1.2,6.5,3.24,1.19,2.6,2,2.4,2.7,2.8
0,1815,8159411151,0,8507,,,66,1.7,6.5,3.45,1.29,2.6,2,2.4,2.7,2.8
0,1816,3010989,0,3,,,204,1.1,15564,450.79,2103.31,2.5,2,2.2,2.7,2.8
0,1816,8132911174,0,3,,,2,218.7,695,456.85,336.79,2,2,2,2.7,2.7
0,1816,8154411144,0,6,,,169,1.8,11.3,3.88,1.34,2.6,2,2.4,2.7,2.9
0,1816,8117811160,0,2,,,1474,1,155,4.76,5.29,2.5,2,2.3,2.7,2.7
0,1816,8121311217,0,5,,,56,1.4,8.6,3.39,1.29,2.5,2,2.3,2.7,2.7
0,1816,8154411144,0,4,,,150,1.5,9.5,4.1,1.34,2.6,2,2.3,2.7,2.8
0,1816,8134111184,0,3,,,204,1.1,15564,450.79,2103.31,2.5,2,2.2,2.7,2.8
0,1816,8121311211,0,6,,,17,2.6,10.5,6.98,2.29,3,2,2.6,3.2,3.8
0,1815,3035401,0,8532,,,4,2,16,6.58,6.38,3.1,2,2,3.7,3.8
0,1815,3035401,0,8507,,,4,3.1,5.2,4.05,0.87,3.1,2,2,3.7,3.8
0,1815,3036774,0,8507,,,8,16.1,84.5,42.2,25.95,3.3,2,2.6,3.7,5.3
0,1815,8134111186,0,8532,,,3,2,4.6,3.43,1.32,3.1,2,2,3.7,3.7
0,1815,8134111186,0,8507,,,4,3.1,5.2,4.05,0.87,3.1,2,2,3.7,3.8
0,1815,8112511158,0,8507,,,8,16.1,84.5,42.2,25.95,3.3,2,2.6,3.7,5.3
0,1816,3036774,0,5,,,8,8.8,62,33.64,17.01,3.3,2,2.6,3.7,5.3
0,1816,3035401,0,2,,,4,3.7,4.6,4.05,0.4,3.1,2,2,3.7,3.8
0,1816,8134111186,0,2,,,4,3.7,4.6,4.05,0.4,3.1,2,2,3.7,3.8
0,1816,8143711166,0,7,,,4,2,90,26.55,42.37,2.8,2,2,3.7,4.3
0,1816,8143711166,0,3,,,3,2.8,10,6.5,3.6,2.8,2,2,3.7,3.7
0,1816,8146411148,0,2,,,470,2,355,27.76,47.6,3,2,2,3.7,4
0,1816,8132011155,0,2,,,1828,0.3,637,7.18,19.04,3.3,2,2.7,3.7,3.8
0,1816,8112511158,0,5,,,8,8.8,62,33.64,17.01,3.3,2,2.6,3.7,5.3
0,1815,8139311187,0,8507,,,311,0.8,20.1,5.8,2.98,3.8,2,2.7,4.9,5.5
0,1816,3035801,0,3,,,128,3,1130,76.57,126.88,4,2,2.2,5.9,7
0,1816,8135911177,0,6,,,64,1.5,2813,67.56,354.06,4.8,2,3,5.9,6.8
0,1816,8144111162,0,3,,,5,6.1,14.4,8.86,3.3,5.6,2,5.5,5.9,5.9
0,1816,8135011153,0,2,,,125,1.3,384,52.41,66.05,4,2,2.4,5.9,7
0,1815,3000905,0,8532,,,1867254,-6,482200,12.65,578.99,5.4,2,3.9,6.4,7.1
0,1816,8118111172,0,4,,,144,0.1,26.7,10.55,4.61,6,2,4.1,7.4,8
0,1814,3028110,,,,,866,1,755.7,17.77,42.62,6,2,3,14.3,41
0,1816,8140211147,0,5,,,14,2,820.9,100.93,222.29,7.1,2,4.2,15.3,16.4
0,1815,3049400,0,8507,,,13,2,164077,33420.08,59247.48,4.9,2,2.9,25.6,144
0,1815,8155611156,0,8507,,,13,2,164077,33420.08,59247.48,4.9,2,2.9,25.6,144
0,1814,8139411147,,,,,30411,0,361.1,22.49,31.25,7.2,2,4,28.6,70
0,1814,3023323,,,,,30411,0,361.1,22.49,31.25,7.2,2,4,28.6,70
0,1816,3014959,0,3,,,6,8.6,87.3,42.45,31.17,8.6,2,6.5,18.3,21.5
0,1816,3014959,0,2,,,6,15.5,114,48.43,36.41,8.6,2,6.5,18.3,21.5
0,1816,8157211169,0,2,,,6,15.5,114,48.43,36.41,8.6,2,6.5,18.3,21.5
0,1816,8157211169,0,3,,,6,8.6,87.3,42.45,31.17,8.6,2,6.5,18.3,21.5
0,1814,8130811169,,,,,117,0.5,47.1,13.24,9.84,12,2,5,18.3,28.7
0,1814,8156311181,,,,,5,2,35.3,13.58,15.67,3.1,2,2.2,25.3,35.3
0,1815,3018631,8582,8532,,,2810,0,2498.34,56.11,79.41,48.9,2,10.16,53.1,54
0,1815,8151211163,0,8507,,,2,2.3,2.6,2.45,0.21,2,2,2,2.1,2.1
0,1816,8120311169,0,3,,,37,2.2,455.8,24.19,74.64,2.1,2,2,2.1,2.2
0,1816,8120311169,0,2,,,25,2.5,2977,236,657.54,2,2,2,2.1,2.1
0,1816,8129111142,0,3,,,5,2.4,3.6,2.92,0.49,2,2,2,2.1,2.2
0,1816,8151211163,0,6,,,2,2.6,3.1,2.85,0.35,2,2,2,2.1,2.1
0,1816,8151211163,0,3,,,2,3.4,3.7,3.55,0.21,2,2,2,2.1,2.1
0,1816,8155611162,0,3,,,3,4.5,4.9,4.73,0.21,2,2,2,2.1,2.1
0,1816,8155611162,0,4,,,12,2.4,5.4,3.98,1.09,2.1,2,2.1,2.1,2.2
0,1815,8124111155,0,8507,,,381,2,979,19.2,74.85,2,2,2,2.6,3
0,1815,8121311217,0,8507,,,45,1.4,6.7,3.37,0.94,2.5,2,2.3,2.6,2.7
0,1816,3036774,0,6,,,3,8.1,42.3,26.33,17.21,2.6,2,2,2.6,2.6
0,1816,8112511158,0,6,,,3,8.1,42.3,26.33,17.21,2.6,2,2,2.6,2.6
0,1816,8111511183,0,5,,,76,2,5.9,3.1,0.66,2.5,2,2.3,2.6,2.7
0,1816,8152411158,0,4,,,3845,1.3,54,4.64,2.23,2.5,2,2.3,2.6,2.7
0,1816,8117811160,0,7,,,1163,1.5,48,6.47,4.34,2.4,2,2.2,2.6,2.6
0,1816,8129111142,0,5,,,24,2,5.2,3.23,0.85,2.4,2,2.2,2.6,2.6
0,1816,8134411181,0,7,,,1177,1.6,20,3.83,1.35,2.5,2,2.2,2.6,2.7
0,1816,8134411181,0,4,,,1167,1.5,11.4,4.28,1.38,2.5,2,2.2,2.6,2.7
0,1814,3004396,,,,,5276,1.2,22.2,2.41,0.41,2.4,2,2.3,2.6,2.8
0,1814,8159711181,,,,,5276,1.2,22.2,2.41,0.41,2.4,2,2.3,2.6,2.8
0,1815,8156311181,0,8532,,,3,2,35.3,20.87,17.09,2.2,2,2,3.1,3.1
0,1816,3035401,0,3,,,2,3.1,5.2,4.15,1.48,2,2,2,3.1,3.1
0,1816,3035401,0,4,,,2,2,16,9,9.9,2,2,2,3.1,3.1
0,1816,3030384,0,6,,,80,2,780,86.04,133.89,3,2,2,3.1,4
0,1816,8134111186,0,3,,,2,3.1,5.2,4.15,1.48,2,2,2,3.1,3.1
0,1816,8156311181,0,6,,,3,2.2,35.3,13.53,18.86,2.2,2,2,3.1,3.1
0,1814,8151211163,,,,,8,2,3.7,2.78,0.62,2.6,2,2.1,3.1,3.7
0,1816,8124111155,0,2,,,1121,2,950,31.49,116.49,3,2,2.5,4.2,5
0,1816,8143711166,0,4,,,7,4.4,100,19.46,35.54,4.3,2,2.8,4.7,4.8
0,1816,8144111162,0,5,,,9,6.5,10.6,8.41,1.43,5.9,2,5.6,6.2,6.5
0,1816,8144111162,0,4,,,9,2,10.2,6.78,2.31,5.9,2,5.6,6.2,6.5
0,1815,8146411148,0,8507,,,1727,-4,822,38.38,70.2,5,2,3,6.7,8
0,1816,8140411171,0,6,,,60,2.7,5283.2,168.1,707.34,5.1,2,3.2,6.7,7.5
0,1814,3023505,,,,,27,1.2,32.9,5.84,6.11,4.4,2,2.5,7.2,9.8
0,1814,8150611168,,,,,27,1.2,32.9,5.84,6.11,4.4,2,2.5,7.2,9.8
0,1815,8153711162,0,8532,,,59,0,17.8,8.98,3.94,6.5,2,4.8,7.7,8.7
0,1814,3009041,,,,,13165,0,162.5,7.09,8.85,4.6,2,2.9,7.7,13.6
0,1814,8151611143,,,,,13097,0.1,162.5,7.1,8.84,4.6,2,2.9,7.7,13.6
0,1816,8129911165,0,7,,,2,8.9,23.2,16.05,10.11,2,2,2,8.9,8.9
0,1814,3032873,,,,,59,0.6,18.8,6.43,4.62,5.2,2,2.6,8.9,15
0,1814,8145711148,,,,,59,0.6,18.8,6.43,4.62,5.2,2,2.6,8.9,15
0,1814,8153011175,,,,,1333,0,14270,113.11,759.7,6.7,2,3.8,15.4,186
0,1816,8158711176,0,4,,,43,2.5,4.6,3.85,0.55,2.6,2,2.29,2.87,2.9
0,1816,3018672,0,3,,,113,2,8.6,7.31,0.81,6.25,2,4.6,6.74,6.83
0,1816,8154711177,0,3,,,113,2,8.6,7.31,0.81,6.25,2,4.6,6.74,6.83
0,1815,8160911111,0,8532,,,11,-3,32,7.73,9.82,-1,-2,-2,4,5
0,1814,8160911111,,,,,17,-3,32,6.35,9.16,4,-2,-1,11,16
0,1815,3016019,0,8532,,,1,2.25,2.25,2.25,,2.25,2.25,2.25,2.25,2.25
0,1815,8156311174,0,8532,,,1,2.25,2.25,2.25,,2.25,2.25,2.25,2.25,2.25
0,1816,3016019,0,5,,,1,2.25,2.25,2.25,,2.25,2.25,2.25,2.25,2.25
0,1816,8156311174,0,5,,,1,2.25,2.25,2.25,,2.25,2.25,2.25,2.25,2.25
0,1814,8156311174,,,,,1,2.25,2.25,2.25,,2.25,2.25,2.25,2.25,2.25
0,1814,3016019,,,,,1,2.25,2.25,2.25,,2.25,2.25,2.25,2.25,2.25
0,1815,8155711172,0,8532,,,1,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.5
0,1815,8157911169,0,8532,,,1,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.5
0,1815,8142811160,0,8532,,,1,189,189,189,,2.5,2.5,2.5,2.5,2.5
0,1815,8155711172,0,8507,,,1,4.6,4.6,4.6,,2.5,2.5,2.5,2.5,2.5
0,1815,8136411153,0,8532,,,1,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.5
0,1815,8142811160,0,8507,,,1,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.5
0,1816,3023091,0,7,,,1,5.9,5.9,5.9,,2.5,2.5,2.5,2.5,2.5
0,1816,8118411161,0,5,,,1,12.1,12.1,12.1,,2.5,2.5,2.5,2.5,2.5
0,1816,8121411141,0,7,,,1,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.5
0,1816,8136411153,0,3,,,1,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.5
0,1816,8138911152,0,7,,,1,5.9,5.9,5.9,,2.5,2.5,2.5,2.5,2.5
0,1816,8142811160,0,3,,,1,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.5
0,1816,8142811160,0,4,,,1,189,189,189,,2.5,2.5,2.5,2.5,2.5
0,1816,8155711172,0,3,,,1,4.6,4.6,4.6,,2.5,2.5,2.5,2.5,2.5
0,1816,8155711172,0,6,,,1,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.5
0,1816,8157911169,0,6,,,1,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.5
0,1814,8136411153,,,,,1,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.5
0,1814,8157911169,,,,,1,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.5
0,1815,8117111174,0,8532,,,40,2,4,3.45,0.58,3,2.5,3,3.5,3.5
0,1815,8159311174,0,8507,,,10,2.5,6.5,4.56,1.41,3.3,2.5,2.9,4,4.3
0,1814,8121411141,,,,,8,2.5,4.3,3.51,0.64,3.3,2.5,2.9,4,4.3
0,1815,8122811159,0,8507,,,654,0.1,4014.9,55.62,223.8,5,2.5,3.6,6,6.6
0,1816,3004722,0,2,,,7784,0.5,2723,21.87,74.21,5,2.5,3.8,6,6.6
0,1816,3025987,0,5,,,19306,0.1,12307.3,111.2,433.97,4.9,2.5,3.4,6,6.8
0,1816,8137111149,0,2,,,7769,0.5,2723,21.89,74.28,5,2.5,3.8,6,6.6
0,1816,3014564,0,6,,,466,1.6,7626,82.91,527.86,5.6,2.5,3.8,7,7.6
0,1814,8142811160,,,,,2,2.5,189,95.75,131.88,2.5,2.5,2.5,189,189
0,1815,8113311160,0,8532,,,50,1.5,1730,904.63,394.67,923,2.5,742,1014,1094
0,1816,8121411141,0,6,,,2,4.2,4.3,4.25,0.07,2.5,2.5,2.5,2.9,2.9
0,1816,8121411141,0,4,,,2,2.9,4,3.45,0.78,2.5,2.5,2.5,2.9,2.9
0,1816,8159311174,0,6,,,4,3.3,15.8,8.3,5.43,2.7,2.5,2.5,2.9,3
0,1816,8159311174,0,2,,,3,2.5,6,4.53,1.82,2.7,2.5,2.5,2.9,2.9
0,1816,8159311174,0,7,,,3,4.3,4.8,4.5,0.26,2.7,2.5,2.5,2.9,2.9
0,1816,8155611159,0,7,,,2,4.4,6,5.2,1.13,2.5,2.5,2.5,3.4,3.4
0,1816,8159311174,0,3,,,7,2.7,6.6,4.59,1.45,3,2.5,2.7,3.4,4
0,1816,8159311174,0,5,,,7,3.4,11.1,5.56,2.64,3,2.5,2.7,3.4,4
0,1816,3027953,0,7,,,161,1.5,62.5,8.64,7.51,3.6,2.5,3.1,3.9,4.1
0,1816,8133411156,0,7,,,161,1.5,62.5,8.64,7.51,3.6,2.5,3.1,3.9,4.1
0,1815,8117811160,0,8532,,,8462,0.9,137,6.35,4.58,3.7,2.5,3,4.3,4.7
0,1816,3023091,0,5,,,7,4.3,51,16.24,16.84,3.4,2.5,2.6,4.3,5
0,1816,3023091,0,6,,,7,9,21.4,12.06,4.85,3.4,2.5,2.6,4.3,5
0,1816,8138911152,0,6,,,7,9,21.4,12.06,4.85,3.4,2.5,2.6,4.3,5
0,1816,8138911152,0,5,,,7,4.3,51,16.24,16.84,3.4,2.5,2.6,4.3,5
0,1816,8158111174,0,3,,,41,1.9,22.9,10.86,4.66,3.8,2.5,3.1,4.3,4.6
0,1815,3021374,0,8532,,,5359,0.2,65.2,7.07,4.96,4,2.5,3.1,4.8,5.2
0,1815,8158811157,0,8532,,,5359,0.2,65.2,7.07,4.96,4,2.5,3.1,4.8,5.2
0,1816,8157411161,0,2,,,80,5.9,42.1,14.38,7.46,5.4,2.5,4.6,5.8,6
0,1815,8141211157,0,8507,,,27,0,48.2,14.38,12.07,5.8,2.5,4.8,6.3,6.5
0,1816,8122711157,0,7,,,11,2.5,13.6,8.02,3.63,5.6,2.5,3.2,6.8,7.1
0,1815,8122711157,0,8532,,,14,2.4,27.2,8.97,6.47,5.8,2.5,3.4,7.3,8.5
0,1816,8140411171,0,3,,,96,2.2,155.8,33.06,28.24,7,2.5,4.6,8.6,9.7
0,1816,8145311174,0,5,,,416,0.1,14270,232.43,1292.64,14.5,2.5,6.7,30.2,36
0,1816,8111911171,0,6,,,61,2.4,3.7,2.86,0.32,2.6,2.5,2.6,2.8,2.9
0,1815,8121411141,0,8532,,,4,2.9,4.3,3.63,0.64,2.9,2.5,2.5,3.3,3.3
0,1815,8121411141,0,8507,,,4,2.5,4.2,3.4,0.71,2.9,2.5,2.5,3.3,3.3
0,1816,3028286,0,6,,,14294,0,6.03,3.53,0.51,3.2,2.5,2.9,3.3,3.4
0,1816,8121411141,0,5,,,3,3.3,3.6,3.4,0.17,2.9,2.5,2.5,3.3,3.3
0,1816,8116811169,0,6,,,13738,0,5.2,3.49,0.47,3.2,2.5,2.9,3.3,3.4
0,1816,3026250,0,4,,,30375,1,148.7,8.01,4.7,3.6,2.5,3,4.1,4.4
0,1816,8122511145,0,4,,,30372,1,148.7,8.01,4.7,3.6,2.5,3,4.1,4.4
0,1815,8118411161,0,8532,,,3,4.6,12.1,7.63,3.95,2.6,2.5,2.5,4.6,4.6
0,1815,8118411161,0,8507,,,3,2.5,5.7,3.6,1.82,2.6,2.5,2.5,4.6,4.6
0,1815,8155111182,0,8532,,,119,0.6,32.7,6.34,4.31,4.1,2.5,3.3,4.6,4.9
0,1816,8118411161,0,6,,,3,2.5,6.2,4.8,2.01,2.6,2.5,2.5,4.6,4.6
0,1814,8154411144,,,,,683,1.5,11.3,3.91,1.34,3.7,2.5,3,4.6,5.6
0,1814,8155711172,,,,,2,2.5,4.6,3.55,1.48,2.5,2.5,2.5,4.6,4.6
0,1816,8141211157,0,6,,,12,5.1,29.5,13.39,6.7,4.8,2.5,3.6,5.1,5.6
0,1816,8117211184,0,4,,,27,2.5,39.4,13.94,9.08,4.6,2.5,4,5.6,5.9
0,1815,8152711173,0,8507,,,91837,0,830.3,58.84,28.46,46,2.5,17.4,60.7,67
0,1816,8159311174,0,4,,,2,2.9,5.1,4,1.56,2.5,2.5,2.5,2.7,2.7
0,1814,8141111178,,,,,10696,1,11.1,3.04,0.64,2.9,2.5,2.7,3.2,3.6
0,1814,3020784,,,,,10696,1,11.1,3.04,0.64,2.9,2.5,2.7,3.2,3.6
0,1814,8145711157,,,,,24,2.2,4.6,3.09,0.55,2.9,2.5,2.8,3.2,3.7
0,1815,8125411156,0,8532,,,42,2.4,4010,118.39,619.53,3.2,2.5,2.7,3.7,3.8
0,1816,8132011155,0,5,,,3525,0.2,69.2,6.66,3.32,3.9,2.5,3.2,4.4,4.6
0,1816,8155111182,0,5,,,99,1.7,12.3,5.87,2.1,3.9,2.5,3.1,4.4,4.6
0,1816,8153811153,0,6,,,18495,0.1,9683.3,97.38,362.88,4.7,2.5,3.3,5.9,6.6
0,1816,3023091,0,3,,,2,2.6,3.6,3.1,0.71,2.5,2.5,2.5,2.6,2.6
0,1816,8118411161,0,7,,,2,2.6,4.6,3.6,1.41,2.5,2.5,2.5,2.6,2.6
