"id","concept_id","value_as_concept_id","concept_name","type","est_count"
699,3010409,0,"MIN","NUM",0
700,3010409,0,"MAX","NUM",7750000
701,3010414,0,"MAX","NUM",53.04
702,3010414,0,"MIN","NUM",0.52
703,3010421,0,"MAX","NUM",7.8
704,3010421,0,"MIN","NUM",6.8
705,3010454,0,"MIN","NUM",0
706,3010454,0,"MAX","NUM",720
707,3010457,0,"MIN","NUM",0
708,3010457,0,"MAX","NUM",98.3
709,3010493,0,"MIN","NUM",64
710,3010493,0,"MAX","NUM",1445
711,3010528,0,"MAX","NUM",13
712,3010528,0,"MIN","NUM",0
713,3010616,0,"MIN","NUM",222
714,3010616,0,"MAX","NUM",84510
715,3010653,0,"MIN","NUM",0.1
716,3010653,0,"MAX","NUM",39
717,3010673,0,"MAX","NUM",8622
718,3010673,0,"MIN","NUM",0
719,3010737,0,"MAX","NUM",1.05
720,3010737,0,"MIN","NUM",1.05
721,3010796,0,"MAX","NUM",109
722,3010796,0,"MIN","NUM",5
723,3010833,0,"MIN","NUM",2
724,3010833,0,"MAX","NUM",71
725,3010840,0,"MIN","NUM",3
726,3010840,0,"MAX","NUM",3
727,3010846,0,"MAX","NUM",512
728,3010846,0,"MIN","NUM",0
729,3010866,0,"MIN","NUM",204
730,3010866,0,"MAX","NUM",6959
731,3010879,0,"MIN","NUM",36.2
732,3010879,0,"MAX","NUM",10054
733,3010912,0,"MIN","NUM",1
734,3010912,0,"MAX","NUM",112
735,3010921,0,"MIN","NUM",0
736,3010921,0,"MAX","NUM",13.3
737,3010955,0,"MIN","NUM",109
738,3010955,0,"MAX","NUM",90660
739,3010989,0,"MAX","NUM",28288
740,3010989,0,"MIN","NUM",0.2
741,3011048,0,"MIN","NUM",0.02
742,3011048,0,"MAX","NUM",0.36
743,3011066,0,"MAX","NUM",1382
744,3011066,0,"MIN","NUM",1
745,3011145,0,"MAX","NUM",437.5
746,3011145,0,"MIN","NUM",0
747,3011163,0,"MIN","NUM",0.1
748,3011163,0,"MAX","NUM",15.1
749,3011172,0,"MIN","NUM",0.12
750,3011172,0,"MAX","NUM",37.4
751,3011335,0,"MIN","NUM",0
752,3011335,0,"MAX","NUM",22.4
753,3011337,0,"MIN","NUM",0.4
754,3011337,0,"MAX","NUM",58180
755,3011367,0,"MIN","NUM",23
756,3011367,0,"MAX","NUM",103
757,3011424,0,"MAX","NUM",600
758,3011424,0,"MIN","NUM",4
759,3011441,0,"MIN","NUM",4
760,3011441,0,"MAX","NUM",701
761,3011492,0,"MAX","NUM",26.5
762,3011492,0,"MIN","NUM",0.1
763,3011547,0,"MIN","NUM",1
764,3011547,0,"MAX","NUM",229
765,3011587,0,"MAX","NUM",88
766,3011587,0,"MIN","NUM",0
767,3011657,0,"MAX","NUM",10532
768,3011657,0,"MIN","NUM",3
769,3011679,0,"MIN","NUM",22
770,3011679,0,"MAX","NUM",22
771,3011681,0,"MIN","NUM",0
772,3011681,0,"MAX","NUM",40
773,3011687,0,"MIN","NUM",4
774,3011687,0,"MAX","NUM",1403
775,3011705,0,"MIN","NUM",0
776,3011705,0,"MAX","NUM",22928
777,3011742,0,"MAX","NUM",8.7
778,3011742,0,"MIN","NUM",0
779,3011784,0,"MAX","NUM",4718
780,3011784,0,"MIN","NUM",0
781,3011793,0,"MAX","NUM",286
782,3011793,0,"MIN","NUM",1
783,3011846,0,"MIN","NUM",1.3
784,3011846,0,"MAX","NUM",180
785,3011897,0,"MIN","NUM",0.15
786,3011897,0,"MAX","NUM",0.15
787,3011904,0,"MIN","NUM",0
788,3011904,0,"MAX","NUM",112
789,3011912,0,"MAX","NUM",0.9
790,3011912,0,"MIN","NUM",0.5
791,3011948,0,"MAX","NUM",98.7
792,3011948,0,"MIN","NUM",0
793,3011951,0,"MIN","NUM",0.1
794,3011951,0,"MAX","NUM",52.1
795,3011958,0,"MIN","NUM",0
796,3011958,0,"MAX","NUM",3890
797,3011960,0,"MAX","NUM",35000
798,3011960,0,"MIN","NUM",0
799,3011965,0,"MIN","NUM",0.1
800,3011965,0,"MAX","NUM",2250
801,3011978,0,"MAX","NUM",49.3
802,3011978,0,"MIN","NUM",3.1
803,3011996,0,"MAX","NUM",4150000
804,3011996,0,"MIN","NUM",1
805,3012010,0,"MIN","NUM",128
806,3012010,0,"MAX","NUM",14030
807,3012030,0,"MAX","NUM",2982.6
808,3012030,0,"MIN","NUM",0
809,3012060,0,"MIN","NUM",6
810,3012060,0,"MAX","NUM",6
811,3012095,0,"MIN","NUM",1.2
812,3012095,0,"MAX","NUM",3.5
813,3012110,0,"MIN","NUM",0.71
814,3012110,0,"MAX","NUM",3.26
815,3012113,0,"MAX","NUM",15
816,3012113,0,"MIN","NUM",15
817,3012133,0,"MAX","NUM",1329900
818,3012133,0,"MIN","NUM",-7
819,3012151,0,"MIN","NUM",0.01
820,3012151,0,"MAX","NUM",0.01
821,3012157,0,"MIN","NUM",6
822,3012157,0,"MAX","NUM",2210
823,3012180,0,"MIN","NUM",0.2
824,3012180,0,"MAX","NUM",0.2
825,3012262,0,"MAX","NUM",10.9
826,3012262,0,"MIN","NUM",0.1
827,3012328,0,"MAX","NUM",1
828,3012328,0,"MIN","NUM",1
829,3012336,0,"MAX","NUM",929
830,3012336,0,"MIN","NUM",0
831,3012386,0,"MAX","NUM",2.62
832,3012386,0,"MIN","NUM",0
833,3012481,0,"MAX","NUM",62
834,3012481,0,"MIN","NUM",3
835,3012494,0,"MAX","NUM",40.9
836,3012494,0,"MIN","NUM",0.1
837,3012501,0,"MIN","NUM",-26.7
838,3012501,0,"MAX","NUM",154
839,3012544,0,"MAX","NUM",61
840,3012544,0,"MIN","NUM",0
841,3012602,0,"MAX","NUM",155
842,3012602,0,"MIN","NUM",0.1
843,3012665,0,"MAX","NUM",9050
844,3012665,0,"MIN","NUM",10
845,3012683,0,"MIN","NUM",6
846,3012683,0,"MAX","NUM",32
847,3012800,0,"MIN","NUM",0
848,3012800,0,"MAX","NUM",160
849,3012870,0,"MAX","NUM",55
850,3012870,0,"MIN","NUM",6
851,3012917,0,"MIN","NUM",0
852,3012917,0,"MAX","NUM",32.83
853,3012920,0,"MAX","NUM",672
854,3012920,0,"MIN","NUM",0
855,3012932,0,"MIN","NUM",0.11
856,3012932,0,"MAX","NUM",19.8
857,3012984,0,"MAX","NUM",331
858,3012984,0,"MIN","NUM",265
859,3012988,0,"MIN","NUM",0.44
860,3012988,0,"MAX","NUM",12.24
861,3013080,0,"MIN","NUM",2.2
862,3013080,0,"MAX","NUM",60.9
863,3013101,0,"MAX","NUM",42.3
864,3013101,0,"MIN","NUM",0.1
865,3013179,0,"MIN","NUM",23.2
866,3013179,0,"MAX","NUM",38.5
867,3013201,0,"MAX","NUM",153
868,3013201,0,"MIN","NUM",0.5
869,3013226,0,"MAX","NUM",28.6
870,3013226,0,"MIN","NUM",0.1
871,3013260,0,"MIN","NUM",0
872,3013260,0,"MAX","NUM",547
873,3013267,0,"MAX","NUM",262.68
874,3013267,0,"MIN","NUM",0
875,3013273,0,"MIN","NUM",10
876,3013273,0,"MAX","NUM",1602
877,3013281,0,"MIN","NUM",0
878,3013281,0,"MAX","NUM",402.4
879,3013290,0,"MAX","NUM",70
880,3013290,0,"MIN","NUM",24
881,3013412,0,"MIN","NUM",0.9
882,3013412,0,"MAX","NUM",48.1
883,3013429,0,"MAX","NUM",374
884,3013429,0,"MIN","NUM",0
885,3013431,0,"MIN","NUM",2.8
886,3013431,0,"MAX","NUM",571
887,3013432,0,"MIN","NUM",0
888,3013432,0,"MAX","NUM",100
889,3013490,0,"MIN","NUM",4
890,3013490,0,"MAX","NUM",11033
891,3013502,0,"MAX","NUM",100100
892,3013502,0,"MIN","NUM",-99
893,3013520,0,"MIN","NUM",4
894,3013520,0,"MAX","NUM",9588
895,3013530,0,"MIN","NUM",12.1
896,3013530,0,"MAX","NUM",70.6
897,3013588,0,"MIN","NUM",0
898,3013588,0,"MAX","NUM",90
899,3013603,0,"MAX","NUM",7392.5
900,3013603,0,"MIN","NUM",0
901,3013614,0,"MIN","NUM",9
902,3013614,0,"MAX","NUM",77
903,3013650,0,"MIN","NUM",0
904,3013650,0,"MAX","NUM",12282
905,3013682,0,"MAX","NUM",9481
906,3013682,0,"MIN","NUM",0
907,3013707,0,"MAX","NUM",66654
908,3013707,0,"MIN","NUM",-6
909,3013721,0,"MAX","NUM",26327
910,3013721,0,"MIN","NUM",-67
911,3013731,0,"MIN","NUM",0
912,3013731,0,"MAX","NUM",1000
913,3013742,0,"MAX","NUM",209
914,3013742,0,"MIN","NUM",2.3
915,3013751,0,"MIN","NUM",103
916,3013751,0,"MAX","NUM",2220
917,3013766,0,"MIN","NUM",0.13
918,3013766,0,"MAX","NUM",0.31
919,3013820,0,"MAX","NUM",16000
920,3013820,0,"MIN","NUM",68
921,3013836,0,"MIN","NUM",0.11
922,3013836,0,"MAX","NUM",21.8
923,3013861,0,"MAX","NUM",191
924,3013861,0,"MIN","NUM",0
925,3013869,0,"MAX","NUM",97.9
926,3013869,0,"MIN","NUM",0
927,3013888,0,"MIN","NUM",41
928,3013888,0,"MAX","NUM",317
929,3013906,0,"MIN","NUM",0
930,3013906,0,"MAX","NUM",6840000
931,3014009,0,"MIN","NUM",19
932,3014009,0,"MAX","NUM",14924
933,3014033,0,"MAX","NUM",15.8
934,3014033,0,"MIN","NUM",0.12
935,3014035,0,"MAX","NUM",12
936,3014035,0,"MIN","NUM",12
937,3014037,0,"MIN","NUM",0
938,3014037,0,"MAX","NUM",96
939,3014111,0,"MIN","NUM",0.1
940,3014111,0,"MAX","NUM",5436
941,3014126,0,"MAX","NUM",21.1
942,3014126,0,"MIN","NUM",0.1
943,3014133,0,"MIN","NUM",0.1
944,3014133,0,"MAX","NUM",98
945,3014173,0,"MAX","NUM",470
946,3014173,0,"MIN","NUM",3
947,3014197,0,"MAX","NUM",0.5
948,3014197,0,"MIN","NUM",0.5
949,3014300,0,"MAX","NUM",193.4
950,3014300,0,"MIN","NUM",0
951,3014324,0,"MIN","NUM",0.7
952,3014324,0,"MAX","NUM",1138
953,3014354,0,"MIN","NUM",1.2
954,3014354,0,"MAX","NUM",6.5
955,3014372,0,"MIN","NUM",0.12
956,3014372,0,"MAX","NUM",49.8
957,3014399,0,"MAX","NUM",617
958,3014399,0,"MIN","NUM",4
959,3014404,0,"MAX","NUM",9800
960,3014404,0,"MIN","NUM",2
961,3014421,0,"MAX","NUM",103
962,3014421,0,"MIN","NUM",0
963,3014485,0,"MIN","NUM",16
964,3014485,0,"MAX","NUM",232
965,3014512,0,"MIN","NUM",0
966,3014512,0,"MAX","NUM",60
967,3014519,0,"MIN","NUM",0.1
968,3014519,0,"MAX","NUM",26.4
969,3014564,0,"MIN","NUM",0.9
970,3014564,0,"MAX","NUM",10016.4
971,3014569,0,"MAX","NUM",8
972,3014569,0,"MIN","NUM",1
973,3014576,0,"MAX","NUM",1050
974,3014576,0,"MIN","NUM",0
975,3014599,0,"MAX","NUM",14.8
976,3014599,0,"MIN","NUM",0.1
977,3014635,0,"MAX","NUM",28
978,3014635,0,"MIN","NUM",0
979,3014716,0,"MIN","NUM",1.65
980,3014716,0,"MAX","NUM",390
981,3014727,0,"MAX","NUM",98.1
982,3014727,0,"MIN","NUM",0.4
983,3014772,0,"MIN","NUM",0.5
984,3014772,0,"MAX","NUM",85
985,3014803,0,"MAX","NUM",0.15
986,3014803,0,"MIN","NUM",0.03
987,3014816,0,"MAX","NUM",8
988,3014816,0,"MIN","NUM",8
989,3014829,0,"MAX","NUM",5.63
990,3014829,0,"MIN","NUM",0.11
991,3014955,0,"MIN","NUM",120
992,3014955,0,"MAX","NUM",274
993,3014959,0,"MAX","NUM",123
994,3014959,0,"MIN","NUM",2
995,3015023,0,"MAX","NUM",1070
996,3015023,0,"MIN","NUM",0
997,3015049,0,"MIN","NUM",161
998,3015049,0,"MAX","NUM",2221
999,3015076,0,"MIN","NUM",0.1
1000,3015076,0,"MAX","NUM",28.6
1001,3015123,0,"MIN","NUM",0.13
1002,3015123,0,"MAX","NUM",2.77
1003,3015126,0,"MIN","NUM",0
1004,3015126,0,"MAX","NUM",196
1005,3015142,0,"MIN","NUM",0.13
1006,3015142,0,"MAX","NUM",14.3
1007,3015147,0,"MAX","NUM",7.26
1008,3015147,0,"MIN","NUM",0.04
1009,3015182,0,"MAX","NUM",202
1010,3015182,0,"MIN","NUM",0
1011,3015183,0,"MAX","NUM",103
1012,3015183,0,"MIN","NUM",8
1013,3015196,0,"MIN","NUM",1.1
1014,3015196,0,"MAX","NUM",138.3
1015,3015198,0,"MIN","NUM",4
1016,3015198,0,"MAX","NUM",8.5
1017,3015218,0,"MIN","NUM",3
1018,3015218,0,"MAX","NUM",268
1019,3015222,0,"MIN","NUM",0.3
1020,3015222,0,"MAX","NUM",1243
1021,3015232,0,"MIN","NUM",0
1022,3015232,0,"MAX","NUM",370
1023,3015290,0,"MAX","NUM",221.3
1024,3015290,0,"MIN","NUM",0
1025,3015322,0,"MIN","NUM",0
1026,3015322,0,"MAX","NUM",7.2
1027,3015330,0,"MIN","NUM",1.2
1028,3015330,0,"MAX","NUM",31.7
1029,3015375,0,"MAX","NUM",2.4
1030,3015375,0,"MIN","NUM",0.3
1031,3015546,0,"MAX","NUM",192
1032,3015546,0,"MIN","NUM",1
1033,3015597,0,"MIN","NUM",51
1034,3015597,0,"MAX","NUM",1332.9
1035,3015608,0,"MIN","NUM",111
1036,3015608,0,"MAX","NUM",1514
1037,3015632,0,"MAX","NUM",543
1038,3015632,0,"MIN","NUM",-3.7
1039,3015688,0,"MAX","NUM",491
1040,3015688,0,"MIN","NUM",6
1041,3015731,0,"MAX","NUM",58.9
1042,3015731,0,"MIN","NUM",0.1
1043,3015736,0,"MAX","NUM",8
1044,3015736,0,"MIN","NUM",5
1045,3015746,0,"MAX","NUM",49001
1046,3015746,0,"MIN","NUM",-10
1047,3015813,0,"MAX","NUM",107
1048,3015813,0,"MIN","NUM",0
1049,3015862,0,"MIN","NUM",21
1050,3015862,0,"MAX","NUM",21
1051,3015884,0,"MIN","NUM",0.9
1052,3015884,0,"MAX","NUM",1711
1053,3015956,0,"MAX","NUM",84.3
1054,3015956,0,"MIN","NUM",0
1055,3016019,0,"MIN","NUM",2.25
1056,3016019,0,"MAX","NUM",2.25
1057,3016031,0,"MAX","NUM",16.4
1058,3016031,0,"MIN","NUM",0.1
1059,3016038,0,"MAX","NUM",244
1060,3016038,0,"MIN","NUM",1.8
1061,3016049,0,"MIN","NUM",0
1062,3016049,0,"MAX","NUM",3230
1063,3016072,0,"MAX","NUM",147.3
1064,3016072,0,"MIN","NUM",0.1
1065,3016087,0,"MAX","NUM",29
1066,3016087,0,"MIN","NUM",1.3
1067,3016115,0,"MIN","NUM",13
1068,3016115,0,"MAX","NUM",1094
1069,3016135,0,"MAX","NUM",684
1070,3016135,0,"MIN","NUM",0.7
1071,3016201,0,"MAX","NUM",714
1072,3016201,0,"MIN","NUM",0
1073,3016228,0,"MAX","NUM",92
1074,3016228,0,"MIN","NUM",11
1075,3016244,0,"MIN","NUM",0.2
1076,3016244,0,"MAX","NUM",2417
1077,3016273,0,"MAX","NUM",49.7
1078,3016273,0,"MIN","NUM",0.8
1079,3016278,0,"MAX","NUM",379
1080,3016278,0,"MIN","NUM",0
1081,3016305,0,"MIN","NUM",8
1082,3016305,0,"MAX","NUM",8
1083,3016311,0,"MIN","NUM",0
1084,3016311,0,"MAX","NUM",25018
1085,3016330,0,"MIN","NUM",2
1086,3016330,0,"MAX","NUM",329
1087,3016407,0,"MIN","NUM",1
1088,3016407,0,"MAX","NUM",1500
1089,3016413,0,"MAX","NUM",2.96
1090,3016413,0,"MIN","NUM",0
1091,3016417,0,"MIN","NUM",11
1092,3016417,0,"MAX","NUM",977
1093,3016426,0,"MAX","NUM",1375
1094,3016426,0,"MIN","NUM",0.1
1095,3016450,0,"MAX","NUM",198
1096,3016450,0,"MIN","NUM",0
1097,3016459,0,"MIN","NUM",9.31
1098,3016459,0,"MAX","NUM",9.31
1099,3016520,0,"MIN","NUM",0
1100,3016520,0,"MAX","NUM",18.2
1101,3016589,0,"MIN","NUM",0.98
1102,3016589,0,"MAX","NUM",7875
1103,3016604,0,"MIN","NUM",1
1104,3016604,0,"MAX","NUM",75482
1105,3016636,0,"MIN","NUM",0
1106,3016636,0,"MAX","NUM",3.34
1107,3016662,0,"MAX","NUM",289.2
1108,3016662,0,"MIN","NUM",-0.3
1109,3016723,0,"MAX","NUM",36.44
1110,3016723,0,"MIN","NUM",0.2
1111,3016724,0,"MIN","NUM",1.4
1112,3016724,0,"MAX","NUM",639
1113,3016750,0,"MIN","NUM",0
1114,3016750,0,"MAX","NUM",14270
1115,3016771,0,"MAX","NUM",10291
1116,3016771,0,"MIN","NUM",2
1117,3016774,0,"MIN","NUM",1
1118,3016774,0,"MAX","NUM",16
1119,3016811,0,"MAX","NUM",59.26
1120,3016811,0,"MIN","NUM",0
1121,3016812,0,"MIN","NUM",0.3
1122,3016812,0,"MAX","NUM",26.9
1123,3016891,0,"MAX","NUM",816
1124,3016891,0,"MIN","NUM",5
1125,3016893,0,"MAX","NUM",4
1126,3016893,0,"MIN","NUM",0.06
1127,3016909,0,"MIN","NUM",5
1128,3016909,0,"MAX","NUM",5
1129,3016939,0,"MIN","NUM",0.2
1130,3016939,0,"MAX","NUM",4684.4
1131,3016991,0,"MAX","NUM",27.2
1132,3016991,0,"MIN","NUM",0.5
1133,3016997,0,"MIN","NUM",0.23
1134,3016997,0,"MAX","NUM",1.48
1135,3016999,0,"MAX","NUM",380
1136,3016999,0,"MIN","NUM",1
1137,3017003,0,"MIN","NUM",0
1138,3017003,0,"MAX","NUM",0
1139,3017018,0,"MIN","NUM",1
1140,3017018,0,"MAX","NUM",4012
1141,3017044,0,"MAX","NUM",51
1142,3017044,0,"MIN","NUM",0.96
1143,3017085,0,"MAX","NUM",1464
1144,3017085,0,"MIN","NUM",3
1145,3017115,0,"MAX","NUM",1346.01
1146,3017115,0,"MIN","NUM",0.01
1147,3017175,0,"MIN","NUM",3.8
1148,3017175,0,"MAX","NUM",12.9
1149,3017249,0,"MIN","NUM",20
1150,3017249,0,"MAX","NUM",695
1151,3017250,0,"MIN","NUM",0
1152,3017250,0,"MAX","NUM",1435032
1153,3017264,0,"MAX","NUM",186
1154,3017264,0,"MIN","NUM",1
1155,3017315,0,"MIN","NUM",13
1156,3017315,0,"MAX","NUM",82244
1157,3017330,0,"MIN","NUM",5
1158,3017330,0,"MAX","NUM",1653
1159,3017382,0,"MAX","NUM",6.5
1160,3017382,0,"MIN","NUM",0.1
1161,3017394,0,"MIN","NUM",0
1162,3017394,0,"MAX","NUM",608
1163,3017415,0,"MAX","NUM",3.08
1164,3017415,0,"MIN","NUM",0.12
1165,3017457,0,"MAX","NUM",2085
1166,3017457,0,"MIN","NUM",0
1167,3017497,0,"MAX","NUM",1.16
1168,3017497,0,"MIN","NUM",0.13
1169,3017501,0,"MIN","NUM",0
1170,3017501,0,"MAX","NUM",468.8
1171,3017559,0,"MIN","NUM",0
1172,3017559,0,"MAX","NUM",5.5
1173,3017595,0,"MAX","NUM",23
1174,3017595,0,"MIN","NUM",23
1175,3017597,0,"MAX","NUM",801
1176,3017597,0,"MIN","NUM",2
1177,3017730,0,"MAX","NUM",822
1178,3017730,0,"MIN","NUM",-4
1179,3017732,0,"MAX","NUM",4182
1180,3017732,0,"MIN","NUM",0
1181,3017766,0,"MIN","NUM",2
1182,3017766,0,"MAX","NUM",125
1183,3017797,0,"MIN","NUM",0
1184,3017797,0,"MAX","NUM",38403
1185,3017872,0,"MIN","NUM",12
1186,3017872,0,"MAX","NUM",84.6
1187,3017886,0,"MIN","NUM",0
1188,3017886,0,"MAX","NUM",23.78
1189,3017894,0,"MIN","NUM",0.15
1190,3017894,0,"MAX","NUM",0.83
1191,3017916,0,"MIN","NUM",0
1192,3017916,0,"MAX","NUM",1510
1193,3017958,0,"MAX","NUM",7.71
1194,3017958,0,"MIN","NUM",0.16
1195,3018001,0,"MAX","NUM",8.57
1196,3018001,0,"MIN","NUM",0.11
1197,3018010,0,"MAX","NUM",96
1198,3018010,0,"MIN","NUM",0
1199,3018081,0,"MAX","NUM",75118
1200,3018081,0,"MIN","NUM",7
1201,3018088,0,"MAX","NUM",2
1202,3018088,0,"MIN","NUM",0.5
1203,3018143,0,"MAX","NUM",736
1204,3018143,0,"MIN","NUM",2.8
1205,3018173,0,"MIN","NUM",0
1206,3018173,0,"MAX","NUM",544
1207,3018212,0,"MAX","NUM",224
1208,3018212,0,"MIN","NUM",0
1209,3018229,0,"MAX","NUM",502
1210,3018229,0,"MIN","NUM",0
1211,3018335,0,"MIN","NUM",1
1212,3018335,0,"MAX","NUM",4823.1
1213,3018352,0,"MAX","NUM",69.7
1214,3018352,0,"MIN","NUM",0.1
1215,3018478,0,"MAX","NUM",8160
1216,3018478,0,"MIN","NUM",57
1217,3018487,0,"MAX","NUM",24.1
1218,3018487,0,"MIN","NUM",0.41
1219,3018572,0,"MAX","NUM",158
1220,3018572,0,"MIN","NUM",0
1221,3018577,0,"MIN","NUM",5.89
1222,3018577,0,"MAX","NUM",5.89
1223,3018595,0,"MAX","NUM",2174
1224,3018595,0,"MIN","NUM",1
1225,3018601,0,"MIN","NUM",14
1226,3018601,0,"MAX","NUM",1286
1227,3018658,0,"MAX","NUM",169.6
1228,3018658,0,"MIN","NUM",0
1229,3018669,0,"MIN","NUM",0.25
1230,3018669,0,"MAX","NUM",0.25
1231,3018672,0,"MIN","NUM",1
1232,3018672,0,"MAX","NUM",9.1
1233,3018677,0,"MIN","NUM",0
1234,3018677,0,"MAX","NUM",16932
1235,3018686,0,"MAX","NUM",278
1236,3018686,0,"MIN","NUM",24
1237,3018738,0,"MIN","NUM",0
1238,3018738,0,"MAX","NUM",85.3
1239,3018747,0,"MAX","NUM",113.7
1240,3018747,0,"MIN","NUM",0.05
1241,3018765,0,"MAX","NUM",31
1242,3018765,0,"MIN","NUM",0.1
1243,3018834,0,"MIN","NUM",-0.1
1244,3018834,0,"MAX","NUM",3.7
1245,3018849,0,"MAX","NUM",37.7
1246,3018849,0,"MIN","NUM",0.11
1247,3018910,0,"MAX","NUM",4749.7
1248,3018910,0,"MIN","NUM",1.4
1249,3018948,0,"MAX","NUM",506
1250,3018948,0,"MIN","NUM",0
1251,3019084,0,"MAX","NUM",37.7
1252,3019084,0,"MIN","NUM",0.1
1253,3019118,0,"MIN","NUM",51
1254,3019118,0,"MAX","NUM",67
1255,3019198,0,"MIN","NUM",0
1256,3019198,0,"MAX","NUM",353
1257,3019210,0,"MIN","NUM",5
1258,3019210,0,"MAX","NUM",2051
1259,3019250,0,"MAX","NUM",752
1260,3019250,0,"MIN","NUM",1
1261,3019398,0,"MIN","NUM",0
1262,3019398,0,"MAX","NUM",1
1263,3019406,0,"MIN","NUM",0.18
1264,3019406,0,"MAX","NUM",0.18
1265,3019420,0,"MIN","NUM",2
1266,3019420,0,"MAX","NUM",485
1267,3019434,0,"MAX","NUM",31
1268,3019434,0,"MIN","NUM",0
1269,3019466,0,"MAX","NUM",120
1270,3019466,0,"MIN","NUM",0
1271,3019473,0,"MAX","NUM",9999999
1272,3019473,0,"MIN","NUM",0
1273,3019515,0,"MIN","NUM",10
1274,3019515,0,"MAX","NUM",177
1275,3019531,0,"MIN","NUM",0
1276,3019531,0,"MAX","NUM",175
1277,3019550,0,"MAX","NUM",842
1278,3019550,0,"MIN","NUM",0
1279,3019557,0,"MAX","NUM",92
1280,3019557,0,"MIN","NUM",2
1281,3019623,0,"MIN","NUM",1.1
1282,3019623,0,"MAX","NUM",25
1283,3019641,0,"MAX","NUM",414
1284,3019641,0,"MIN","NUM",0.3
1285,3019652,0,"MAX","NUM",273
1286,3019652,0,"MIN","NUM",18
1287,3019676,0,"MIN","NUM",-0.4
1288,3019676,0,"MAX","NUM",269
1289,3019677,0,"MAX","NUM",278
1290,3019677,0,"MIN","NUM",2
1291,3019736,0,"MAX","NUM",7.1
1292,3019736,0,"MIN","NUM",0.19
1293,3019738,0,"MAX","NUM",34
1294,3019738,0,"MIN","NUM",2
1295,3019742,0,"MIN","NUM",0.11
1296,3019742,0,"MAX","NUM",1.01
1297,3019800,0,"MAX","NUM",115.9
1298,3019800,0,"MIN","NUM",0.01
1299,3019805,0,"MIN","NUM",0.4
1300,3019805,0,"MAX","NUM",12.21
1301,3019839,0,"MAX","NUM",1112
1302,3019839,0,"MIN","NUM",113
1303,3019885,0,"MAX","NUM",6.9
1304,3019885,0,"MIN","NUM",0.1
1305,3019897,0,"MIN","NUM",8.6
1306,3019897,0,"MAX","NUM",69.5
1307,3019930,0,"MAX","NUM",482
1308,3019930,0,"MIN","NUM",5
1309,3019947,0,"MIN","NUM",0
1310,3019947,0,"MAX","NUM",412
1311,3019965,0,"MIN","NUM",3
1312,3019965,0,"MAX","NUM",41749
1313,3019977,0,"MAX","NUM",740
1314,3019977,0,"MIN","NUM",0
1315,3019994,0,"MIN","NUM",0.1
1316,3019994,0,"MAX","NUM",81.6
1317,3020022,0,"MAX","NUM",0.9
1318,3020022,0,"MIN","NUM",-0.1
1319,3020027,0,"MAX","NUM",142
1320,3020027,0,"MIN","NUM",0.9
1321,3020149,0,"MAX","NUM",637
1322,3020149,0,"MIN","NUM",1
1323,3020175,0,"MIN","NUM",0
1324,3020175,0,"MAX","NUM",142.93
1325,3020180,0,"MIN","NUM",0
1326,3020180,0,"MAX","NUM",50
1327,3020207,0,"MIN","NUM",1.9
1328,3020207,0,"MAX","NUM",362.3
1329,3020222,0,"MIN","NUM",0
1330,3020222,0,"MAX","NUM",32.95
1331,3020384,0,"MIN","NUM",0.08
1332,3020384,0,"MAX","NUM",22.2
1333,3020399,0,"MAX","NUM",644
1334,3020399,0,"MIN","NUM",1
1335,3020416,0,"MAX","NUM",7507500
1336,3020416,0,"MIN","NUM",0
1337,3020420,0,"MIN","NUM",7
1338,3020420,0,"MAX","NUM",7
1339,3020428,0,"MIN","NUM",2
1340,3020428,0,"MAX","NUM",100
1341,3020451,0,"MIN","NUM",86
1342,3020451,0,"MAX","NUM",55850
1343,3020453,0,"MIN","NUM",4
1344,3020453,0,"MAX","NUM",18270
1345,3020460,0,"MIN","NUM",0
1346,3020460,0,"MAX","NUM",1370
1347,3020475,0,"MIN","NUM",0
1348,3020475,0,"MAX","NUM",1739
1349,3020545,0,"MAX","NUM",725
1350,3020545,0,"MIN","NUM",2
1351,3020602,0,"MAX","NUM",18
1352,3020602,0,"MIN","NUM",0
1353,3020607,0,"MAX","NUM",3.8
1354,3020607,0,"MIN","NUM",0.1
1355,3020622,0,"MIN","NUM",0.1
1356,3020622,0,"MAX","NUM",0.46
1357,3020629,0,"MAX","NUM",150
1358,3020629,0,"MIN","NUM",13
1359,3020630,0,"MAX","NUM",19.8
1360,3020630,0,"MIN","NUM",0
1361,3020655,0,"MIN","NUM",0.1
1362,3020655,0,"MAX","NUM",22.3
1363,3020666,0,"MAX","NUM",199.8
1364,3020666,0,"MIN","NUM",2.9
1365,3020752,0,"MAX","NUM",4.16
1366,3020752,0,"MIN","NUM",0.13
1367,3020784,0,"MIN","NUM",1
1368,3020784,0,"MAX","NUM",11.1
1369,3020891,0,"MAX","NUM",543764.44
1370,3020891,0,"MIN","NUM",-72.83
1371,3020923,0,"MIN","NUM",3.8
1372,3020923,0,"MAX","NUM",58.6
1373,3020924,0,"MAX","NUM",64
1374,3020924,0,"MIN","NUM",6.6
1375,3020934,0,"MAX","NUM",29.3
1376,3020934,0,"MIN","NUM",0.14
1377,3021044,0,"MIN","NUM",0
1378,3021044,0,"MAX","NUM",1740
1379,3021226,0,"MAX","NUM",81.9
1380,3021226,0,"MIN","NUM",0.11
