id,analysis_id,"stratum_1","stratum_2","stratum_3","stratum_4","stratum_5",count_value,source_count_value
1200175,3106,"140099","8","Condition","","",3,4
1200176,3106,"4302686","8","Condition","","",3,11
1200177,3106,"44831284","8","Condition","","",3,3
1200178,3106,"44827118","8","Condition","","",3,3
1200179,3106,"44819621","8","Condition","","",3,3
1200180,3106,"45600631","8","Condition","","",3,3
1200181,3106,"44821792","8","Condition","","",3,3
1200182,3106,"45552851","8","Condition","","",3,3
1200183,3106,"45582710","8","Condition","","",3,3
1200184,3106,"35206195","8","Condition","","",3,3
1200185,3106,"44828231","8","Condition","","",3,3
1200186,3106,"35207753","8","Condition","","",3,3
1200187,3106,"35206130","8","Condition","","",3,3
1200188,3106,"44831321","8","Condition","","",3,3
1200189,3106,"45548097","8","Condition","","",3,3
1200190,3106,"45591359","8","Condition","","",3,3
1200191,3106,"35206276","8","Condition","","",3,3
1200192,3106,"44835939","8","Condition","","",3,3
1200193,3106,"436066","8","Condition","","",3,0
1200194,3106,"192957","8","Condition","","",3,1
1200195,3106,"201473","8","Condition","","",3,0
1200196,3106,"4162137","8","Condition","","",3,30
1200197,3106,"199068","8","Condition","","",3,2
1200198,3106,"4043382","8","Condition","","",3,1
1200199,3106,"375229","8","Condition","","",3,0
1200200,3106,"136205","8","Condition","","",3,1
1200201,3106,"26286","8","Condition","","",3,0
1200202,3106,"72857","8","Condition","","",3,0
1200203,3106,"441026","8","Condition","","",3,0
1200204,3106,"195482","8","Condition","","",3,0
1200205,3106,"4028253","8","Condition","","",3,0
1200206,3106,"45595936","8","Condition","","",3,3
1200207,3106,"44820227","8","Condition","","",3,3
1200208,3106,"44831245","8","Condition","","",3,3
1200209,3106,"44829370","8","Condition","","",3,3
1200210,3106,"44828067","8","Condition","","",3,3
1200211,3106,"35211332","8","Condition","","",3,3
1200212,3106,"44819977","8","Condition","","",3,3
1200213,3106,"44837769","8","Condition","","",3,3
1200214,3106,"45562828","8","Condition","","",3,3
1200215,3106,"44829180","8","Condition","","",3,3
1200216,3106,"44834583","8","Condition","","",3,3
1200217,3106,"44824499","8","Condition","","",3,3
1200218,3106,"45557495","8","Condition","","",3,3
1200219,3106,"44836486","8","Condition","","",3,3
1200220,3106,"44837019","8","Condition","","",3,3
1200221,3106,"45586946","8","Condition","","",3,3
1200222,3106,"4133224","8","Condition","","",3,0
1200223,3106,"435081","8","Condition","","",3,0
1200224,3106,"440053","8","Condition","","",3,0
1200225,3106,"441006","8","Condition","","",3,0
1200226,3106,"435853","8","Condition","","",3,4
1200227,3106,"434203","8","Condition","","",3,0
1200228,3106,"435138","8","Condition","","",3,1
1200229,3106,"40486175","8","Condition","","",3,0
1200230,3106,"195632","8","Condition","","",3,8
1200231,3106,"437557","8","Condition","","",3,2
1200232,3106,"4139681","8","Condition","","",3,0
1200233,3106,"440226","8","Condition","","",3,0
1200234,3106,"441487","8","Condition","","",3,5
1200235,3106,"44824687","8","Condition","","",3,3
1200236,3106,"35207078","8","Condition","","",3,3
1200237,3106,"35208198","8","Condition","","",3,3
1200238,3106,"44825508","8","Condition","","",3,3
1200239,3106,"44823563","8","Condition","","",3,3
1200240,3106,"44826912","8","Condition","","",3,3
1200241,3106,"35208380","8","Condition","","",3,3
1200242,3106,"44833868","8","Condition","","",3,3
1200243,3106,"44824475","8","Condition","","",3,3
1200244,3106,"44823076","8","Condition","","",3,3
1200245,3106,"45543154","8","Condition","","",3,3
1200246,3106,"44832785","8","Condition","","",3,3
1200247,3106,"45553785","8","Condition","","",3,3
1200248,3106,"44820769","8","Condition","","",3,3
1200249,3106,"44826475","8","Condition","","",3,3
1200250,3106,"4066824","8","Condition","","",3,107
1200251,3106,"4105866","8","Condition","","",3,0
1200252,3106,"78509","8","Condition","","",3,0
1200253,3106,"441706","8","Condition","","",3,0
1200254,3106,"40488434","8","Condition","","",3,0
1200255,3106,"374937","8","Condition","","",3,0
1200256,3106,"4096245","8","Condition","","",3,38
1200257,3106,"433931","8","Condition","","",3,0
1200258,3106,"134619","8","Condition","","",3,16
1200259,3106,"440544","8","Condition","","",3,0
1200260,3106,"4171430","8","Condition","","",3,0
1200261,3106,"4323418","8","Condition","","",3,0
1200262,3106,"44821748","8","Condition","","",3,3
1200263,3106,"45601043","8","Condition","","",3,3
1200264,3106,"44823459","8","Condition","","",3,3
1200265,3106,"45605903","8","Condition","","",3,3
1200266,3106,"45562385","8","Condition","","",3,3
1200267,3106,"35206115","8","Condition","","",3,3
1200268,3106,"44825318","8","Condition","","",3,3
1200269,3106,"44827589","8","Condition","","",3,3
1200270,3106,"45543032","8","Condition","","",3,3
1200271,3106,"45586630","8","Condition","","",3,3
1200272,3106,"44832639","8","Condition","","",3,3
1200273,3106,"45576933","8","Condition","","",3,3
1200274,3106,"45596205","8","Condition","","",3,3
1200275,3106,"44837543","8","Condition","","",3,3
1200276,3106,"35209129","8","Condition","","",3,3
1200277,3106,"44831732","8","Condition","","",3,3
1200278,3106,"45542487","8","Condition","","",3,3
1200279,3106,"44822251","8","Condition","","",3,3
1200280,3106,"35206200","8","Condition","","",3,3
1200281,3106,"4054068","8","Condition","","",3,3
1200282,3106,"4168834","8","Condition","","",3,0
1200283,3106,"4131798","8","Condition","","",3,79
1200284,3106,"4062484","8","Condition","","",3,0
1200285,3106,"45548994","8","Condition","","",3,44
1200286,3106,"434003","8","Condition","","",3,2
1200287,3106,"4299544","8","Condition","","",3,159
1200288,3106,"133327","8","Condition","","",3,3
1200289,3106,"433167","8","Condition","","",3,0
1200290,3106,"4263325","8","Condition","","",3,37
1200291,3106,"4299829","8","Condition","","",3,0
1200292,3106,"197422","8","Condition","","",3,0
1200293,3106,"435094","8","Condition","","",3,0
1200294,3106,"196715","8","Condition","","",3,13
1200295,3106,"46271647","8","Condition","","",3,0
1200296,3106,"434254","8","Condition","","",3,0
1200297,3106,"40480179","8","Condition","","",3,0
1200298,3106,"192363","8","Condition","","",3,0
1200299,3106,"372424","8","Condition","","",3,0
1200300,3106,"4310858","8","Condition","","",3,65
1200301,3106,"4102631","8","Condition","","",3,7
1200302,3106,"4103381","8","Condition","","",3,89
1200303,3106,"35208195","8","Condition","","",3,3
1200304,3106,"35207081","8","Condition","","",3,3
1200305,3106,"45571400","8","Condition","","",3,3
1200306,3106,"45600968","8","Condition","","",3,3
1200307,3106,"45552260","8","Condition","","",3,3
1200308,3106,"44831191","8","Condition","","",3,3
1200309,3106,"35207915","8","Condition","","",3,3
1200310,3106,"44821906","8","Condition","","",3,3
1200311,3106,"44825406","8","Condition","","",3,3
1200312,3106,"44824570","8","Condition","","",3,3
1200313,3106,"45597189","8","Condition","","",3,3
1200314,3106,"45573067","8","Condition","","",3,3
1200315,3106,"45547772","8","Condition","","",3,3
1200316,3106,"44828804","8","Condition","","",3,3
1200317,3106,"44837358","8","Condition","","",3,3
1200318,3106,"45547554","8","Condition","","",3,3
1200319,3106,"44826031","8","Condition","","",3,3
1200320,3106,"44833545","8","Condition","","",3,3
1200321,3106,"35207987","8","Condition","","",3,3
1200322,3106,"44836879","8","Condition","","",3,3
1200323,3106,"4096198","8","Condition","","",3,3
1200324,3106,"4275136","8","Condition","","",3,19
1200325,3106,"437515","8","Condition","","",3,0
1200326,3106,"4274575","8","Condition","","",3,113
1200327,3106,"133283","8","Condition","","",3,54
1200328,3106,"4058350","8","Condition","","",3,3
1200329,3106,"201616","8","Condition","","",3,0
1200330,3106,"439382","8","Condition","","",3,2
1200331,3106,"4199185","8","Condition","","",3,0
1200332,3106,"436248","8","Condition","","",3,0
1200333,3106,"192422","8","Condition","","",3,0
1200334,3106,"377853","8","Condition","","",3,6
1200335,3106,"4033227","8","Condition","","",3,533
1200336,3106,"4003487","8","Condition","","",3,7
1200337,3106,"74129","8","Condition","","",3,0
1200338,3106,"4178395","8","Condition","","",3,8
1200339,3106,"375267","8","Condition","","",3,17
1200340,3106,"192368","8","Condition","","",3,0
1200341,3106,"44836910","8","Condition","","",3,3
1200342,3106,"45543883","8","Condition","","",3,3
1200343,3106,"45590954","8","Condition","","",3,3
1200344,3106,"44824059","8","Condition","","",3,3
1200345,3106,"44824041","8","Condition","","",3,3
1200346,3106,"44832335","8","Condition","","",3,3
1200347,3106,"44834959","8","Condition","","",3,3
1200348,3106,"45547706","8","Condition","","",3,3
1200349,3106,"44822212","8","Condition","","",3,3
1200350,3106,"44820136","8","Condition","","",3,3
1200351,3106,"45557568","8","Condition","","",3,3
1200352,3106,"44831715","8","Condition","","",3,3
1200353,3106,"44827870","8","Condition","","",3,3
1200354,3106,"44819561","8","Condition","","",3,3
1200355,3106,"45533022","8","Condition","","",3,3
1200356,3106,"45595520","8","Condition","","",3,3
1200357,3106,"45592756","8","Condition","","",3,3
1200358,3106,"45576357","8","Condition","","",3,3
1200359,3106,"45542717","8","Condition","","",3,3
1200360,3106,"35208090","8","Condition","","",3,3
1200361,3106,"321590","8","Condition","","",3,4
1200362,3106,"4316217","8","Condition","","",3,152
1200363,3106,"74216","8","Condition","","",3,0
1200364,3106,"434316","8","Condition","","",3,121
1200365,3106,"4281826","8","Condition","","",3,41
1200366,3106,"141648","8","Condition","","",3,0
1200367,3106,"315497","8","Condition","","",3,0
1200368,3106,"260315","8","Condition","","",3,0
1200369,3106,"4198840","8","Condition","","",3,47
1200370,3106,"439871","8","Condition","","",3,112
1200371,3106,"44828744","8","Condition","","",3,3
1200372,3106,"44830019","8","Condition","","",3,3
1200373,3106,"35206905","8","Condition","","",3,3
1200374,3106,"45544423","8","Condition","","",3,3
1200375,3106,"45586598","8","Condition","","",3,3
1200376,3106,"44822498","8","Condition","","",3,3
1200377,3106,"44829447","8","Condition","","",3,3
1200378,3106,"44825468","8","Condition","","",3,3
1200379,3106,"44819632","8","Condition","","",3,3
1200380,3106,"35211012","8","Condition","","",3,3
1200381,3106,"35208210","8","Condition","","",3,3
1200382,3106,"45567518","8","Condition","","",3,3
1200383,3106,"44832272","8","Condition","","",3,3
1200384,3106,"35208094","8","Condition","","",3,3
1200385,3106,"44819650","8","Condition","","",3,3
1200386,3106,"44819748","8","Condition","","",3,3
1200387,3106,"44783165","8","Condition","","",3,0
1200388,3106,"24909","8","Condition","","",3,0
1200389,3106,"437123","8","Condition","","",3,0
1200390,3106,"4130990","8","Condition","","",3,44
1200391,3106,"4048170","8","Condition","","",3,63
1200392,3106,"380717","8","Condition","","",3,0
1200393,3106,"4231744","8","Condition","","",3,52
1200394,3106,"440529","8","Condition","","",3,0
1200395,3106,"76196","8","Condition","","",3,27
1200396,3106,"4038841","8","Condition","","",3,0
1200397,3106,"373769","8","Condition","","",3,46
1200398,3106,"4116759","8","Condition","","",3,0
1200399,3106,"4184149","8","Condition","","",3,24
1200400,3106,"199178","8","Condition","","",3,0
1200401,3106,"4115284","8","Condition","","",3,68
1200402,3106,"45600680","8","Condition","","",3,3
1200403,3106,"44837314","8","Condition","","",3,3
1200404,3106,"44834538","8","Condition","","",3,3
1200405,3106,"44834685","8","Condition","","",3,3
1200406,3106,"45601232","8","Condition","","",3,3
1200407,3106,"44835746","8","Condition","","",3,3
1200408,3106,"45561033","8","Condition","","",3,3
1200409,3106,"45562621","8","Condition","","",3,3
1200410,3106,"45562231","8","Condition","","",3,3
1200411,3106,"45543286","8","Condition","","",3,3
1200412,3106,"35207741","8","Condition","","",3,3
1200413,3106,"45533190","8","Condition","","",3,3
1200414,3106,"45577201","8","Condition","","",3,3
1200415,3106,"35207866","8","Condition","","",3,3
1200416,3106,"132397","8","Condition","","",3,14
1200417,3106,"4182327","8","Condition","","",3,133
1200418,3106,"4101280","8","Condition","","",3,73
1200419,3106,"441132","8","Condition","","",3,189
1200420,3106,"4116300","8","Condition","","",3,73
1200421,3106,"4041798","8","Condition","","",3,0
1200422,3106,"45596684","8","Condition","","",3,3
1200423,3106,"45553977","8","Condition","","",3,3
1200424,3106,"44820687","8","Condition","","",3,3
1200425,3106,"44820474","8","Condition","","",3,3
1200426,3106,"44826547","8","Condition","","",3,3
1200427,3106,"45605588","8","Condition","","",3,3
1200428,3106,"44826935","8","Condition","","",3,3
1200429,3106,"45596088","8","Condition","","",3,3
1200430,3106,"45581685","8","Condition","","",3,3
1200431,3106,"44835950","8","Condition","","",3,3
1200432,3106,"44820698","8","Condition","","",3,3
1200433,3106,"45557857","8","Condition","","",3,3
1200434,3106,"35224808","8","Condition","","",3,3
1200435,3106,"35206938","8","Condition","","",3,3
1200436,3106,"44825883","8","Condition","","",3,3
1200437,3106,"44820624","8","Condition","","",3,3
1200438,3106,"44831667","8","Condition","","",3,3
1200439,3106,"35211020","8","Condition","","",3,3
1200440,3106,"44830123","8","Condition","","",3,3
1200441,3106,"44822224","8","Condition","","",3,3
1200442,3106,"45562565","8","Condition","","",3,3
1200443,3106,"44837212","8","Condition","","",3,3
1200444,3106,"45542715","8","Condition","","",3,3
1200445,3106,"44833962","8","Condition","","",3,3
1200446,3106,"35208630","8","Condition","","",3,3
1200447,3106,"76241","8","Condition","","",3,0
1200448,3106,"136562","8","Condition","","",3,0
1200449,3106,"45766898","8","Condition","","",3,0
1200450,3106,"4056905","8","Condition","","",3,0
1200451,3106,"79144","8","Condition","","",3,5
1200452,3106,"198240","8","Condition","","",3,2
1200453,3106,"192815","8","Condition","","",3,1
1200454,3106,"4116926","8","Condition","","",3,0
1200455,3106,"4297095","8","Condition","","",3,146
1200456,3106,"379814","8","Condition","","",3,0
1200457,3106,"4195046","8","Condition","","",3,52
1200458,3106,"4100362","8","Condition","","",3,0
1200459,3106,"438368","8","Condition","","",3,0
1200460,3106,"437269","8","Condition","","",3,4
1200461,3106,"78011","8","Condition","","",3,2
1200462,3106,"432750","8","Condition","","",3,0
1200463,3106,"44782819","8","Condition","","",3,0
1200464,3106,"4110662","8","Condition","","",3,97
1200465,3106,"200671","8","Condition","","",3,0
1200466,3106,"434402","8","Condition","","",3,0
1200467,3106,"44822333","8","Condition","","",3,3
1200468,3106,"45539324","8","Condition","","",3,3
1200469,3106,"45581840","8","Condition","","",3,3
1200470,3106,"45601026","8","Condition","","",3,3
1200471,3106,"35207573","8","Condition","","",3,3
1200472,3106,"44827147","8","Condition","","",3,3
1200473,3106,"35208186","8","Condition","","",3,3
1200474,3106,"45605514","8","Condition","","",3,3
1200475,3106,"45553126","8","Condition","","",3,3
1200476,3106,"44823169","8","Condition","","",3,3
1200477,3106,"45606229","8","Condition","","",3,3
1200478,3106,"44826561","8","Condition","","",3,3
1200479,3106,"45553170","8","Condition","","",3,3
1200480,3106,"44833142","8","Condition","","",3,3
1200481,3106,"44824733","8","Condition","","",3,3
1200482,3106,"44827036","8","Condition","","",3,3
1200483,3106,"45547913","8","Condition","","",3,3
1200484,3106,"44822958","8","Condition","","",3,3
1200485,3106,"44827679","8","Condition","","",3,3
1200486,3106,"44836966","8","Condition","","",3,3
1200487,3106,"35206287","8","Condition","","",3,3
1200488,3106,"45542821","8","Condition","","",3,3
1200489,3106,"79804","8","Condition","","",3,43
1200490,3106,"4129420","8","Condition","","",3,38
1200491,3106,"78110","8","Condition","","",3,30
1200492,3106,"4057372","8","Condition","","",3,143
1200493,3106,"81424","8","Condition","","",3,0
1200494,3106,"27026","8","Condition","","",3,0
1200495,3106,"4098611","8","Condition","","",3,11
1200496,3106,"4297799","8","Condition","","",3,985
1200497,3106,"4111114","8","Condition","","",3,0
1200498,3106,"434490","8","Condition","","",3,9
1200499,3106,"438530","8","Condition","","",3,3
1200500,3106,"433177","8","Condition","","",3,0
1200501,3106,"44826517","8","Condition","","",3,3
1200502,3106,"35206080","8","Condition","","",3,3
1200503,3106,"44821919","8","Condition","","",3,3
1200504,3106,"44820076","8","Condition","","",3,3
1200505,3106,"44834662","8","Condition","","",3,3
1200506,3106,"44821518","8","Condition","","",3,3
1200507,3106,"35207543","8","Condition","","",3,3
1200508,3106,"44837564","8","Condition","","",3,3
1200509,3106,"44824143","8","Condition","","",3,3
1200510,3106,"44837197","8","Condition","","",3,3
1200511,3106,"35208251","8","Condition","","",3,3
1200512,3106,"35207090","8","Condition","","",3,3
1200513,3106,"45552354","8","Condition","","",3,3
1200514,3106,"44832628","8","Condition","","",3,3
1200515,3106,"44824668","8","Condition","","",3,3
1200516,3106,"44834187","8","Condition","","",3,3
1200517,3106,"44834682","8","Condition","","",3,3
1200518,3106,"45542935","8","Condition","","",3,3
1200519,3106,"35207703","8","Condition","","",3,3
1200520,3106,"44824548","8","Condition","","",3,3
1200521,3106,"35209307","8","Condition","","",3,3
1200522,3106,"45606793","8","Condition","","",3,3
1200523,3106,"44828105","8","Condition","","",3,3
1200524,3106,"45535070","8","Condition","","",3,3
1200525,3106,"45592683","8","Condition","","",3,3
1200526,3106,"45538843","8","Condition","","",3,3
1200527,3106,"31720","8","Condition","","",3,0
1200528,3106,"73720","8","Condition","","",3,0
1200529,3106,"134741","8","Condition","","",3,0
1200530,3106,"4145095","8","Condition","","",3,34
1200531,3106,"441246","8","Condition","","",3,0
1200532,3106,"135303","8","Condition","","",3,0
1200533,3106,"136846","8","Condition","","",3,0
1200534,3106,"439176","8","Condition","","",3,0
1200535,3106,"4110943","8","Condition","","",3,7
1200536,3106,"436682","8","Condition","","",3,15
1200537,3106,"43530637","8","Condition","","",3,0
1200538,3106,"140582","8","Condition","","",3,0
1200539,3106,"44831523","8","Condition","","",3,3
1200540,3106,"45552338","8","Condition","","",3,3
1200541,3106,"45542906","8","Condition","","",3,3
1200542,3106,"44820355","8","Condition","","",3,3
1200543,3106,"44832174","8","Condition","","",3,3
1200544,3106,"44824818","8","Condition","","",3,3
1200545,3106,"44828115","8","Condition","","",3,3
1200546,3106,"44826623","8","Condition","","",3,3
1200547,3106,"44829411","8","Condition","","",3,3
1200548,3106,"44825330","8","Condition","","",3,3
1200549,3106,"44829518","8","Condition","","",3,3
1200550,3106,"44836146","8","Condition","","",3,3
1200551,3106,"44823077","8","Condition","","",3,3
1200552,3106,"44830548","8","Condition","","",3,3
1200553,3106,"45552822","8","Condition","","",3,3
1200554,3106,"45569773","8","Condition","","",3,3
1200555,3106,"45571879","8","Condition","","",3,3
1200556,3106,"45770917","8","Condition","","",3,0
1200557,3106,"4027729","8","Condition","","",3,0
1200558,3106,"4346198","8","Condition","","",3,57
1200559,3106,"40483761","8","Condition","","",3,0
1200560,3106,"45763791","8","Condition","","",3,0
1200561,3106,"4142060","8","Condition","","",3,7
1200562,3106,"4097170","8","Condition","","",3,23
1200563,3106,"195861","8","Condition","","",3,1
1200564,3106,"4035433","8","Condition","","",3,28
1200565,3106,"4104357","8","Condition","","",3,57
1200566,3106,"45582411","8","Condition","","",3,3
1200567,3106,"44834478","8","Condition","","",3,3
1200568,3106,"35225134","8","Condition","","",3,3
1200569,3106,"44833541","8","Condition","","",3,3
1200570,3106,"45598494","8","Condition","","",3,3
1200571,3106,"44831125","8","Condition","","",3,3
1200572,3106,"45595563","8","Condition","","",3,3
1200573,3106,"44820145","8","Condition","","",3,3
1200574,3106,"44832201","8","Condition","","",3,3
1200575,3106,"45547775","8","Condition","","",3,3
1200576,3106,"44825878","8","Condition","","",3,3
1200577,3106,"45595993","8","Condition","","",3,3
1200578,3106,"44832287","8","Condition","","",3,3
1200579,3106,"44826679","8","Condition","","",3,3
